day_of_week,trip_distance,trip_distance,total_amount
,count,mean,mean
Friday,2168886,2.779585377009211,15.061015272356409
Monday,1299587,2.9251876711601454,14.975385672525194
Saturday,2318219,2.6759254280980356,13.877763718613298
Sunday,1543803,3.042836637835268,17.302309608155962
Thursday,2110717,2.8444727928945475,15.24035550952591
Tuesday,1339209,2.689901568761859,14.61592328755258
Wednesday,1639939,2.716717725476374,14.857212079229775
